index	dev_index	question1	cues	question2	cues	judgment	is_important	
233	16939	Which part of human body does not grow from birth to death?	not [6]	Which part of human body is called fart pump?		0	No
234	22671	What are some of the strangest things that are or are not legal?	not [11]	What is the strangest thing you own?		0	No
235	13340	Dating and Relationships in India: Are most Indian females virgins before their marriage? How difficult is it to find a virgin girl to marry in India?		Do Indian girls (those living in India, not NRI) like to date and marry black guys?	not [9]	0	No
236	11040	How does unaccounted/black money affect a country's economy?	unaccounted [2]	How does black money impact a nation's economy?		1	No
237	8335	What would happen if the Earth's gravity becomes zero for 2 seconds?	zero [9]	What would happen if Earth lost its gravity for like 5 seconds and gained it immediately after 5 seconds?		0	No
238	31544	How do girls who look beautiful remain single? Is it like no one approaches them or do they not like any company?	no [12] | not [19]	What is the reason behind some beautiful  girls choosing to remain single these days?		1	No
239	2282	What is Australia's point of view on the Tribunal by the Hague Permanent Court of Arbitration (PCA)?		Why do Australia say the PCA ""have no jurisdiction over maritime boundaries""?	no [10]	0	No
240	28777	Why is life so unfair & unjust?	unfair [4] | unjust [6]	How is life unfair?	unfair [3]	1	No
241	9128	Penises: Is Anthony Weiner unusually well endowed?	unusually [5]	Who is tired of hearing about Anthony Weiner's weiner?		0	No
242	4020	What is job like during training as Executive Trainee in NTPC and what kind of postings to expect during training?		What are the best free publishing Android game development softwares that is it should export Android game for free with no coding knowledge?	no [20]	0	No
243	21426	When is parametric estimating used in image processing?		What is parametric and non-parametric estimation in image processing?	non [4] | - [5]	0	No
244	19471	What a girl see in a guy while swiping right in tinder?		Why doesn't Tinder show people who right-swiped you first?	n't [2]	0	No
245	14695	Why maximum duration in the travel insurance annual multi trip? Ex. tata aig travel guard having 30-45 days limit in annual travel insurance		Why can't government include insurance for public travelling in public transport?	n't [2]	0	No
246	32174	Does the Marshmallow Motorola Camera app really not have a photo viewer built in?	not [7]	All of my photos in the camera folder of my Moto G2 have been deleted accidentally and I didn't even back up any of them. Is there a way to recover them without rooting the device?	n't [19] | without [34]	0	No
247	37552	Is Chetan bhagat books worth reading?		Should Indians stop reading chetan bhagat books since they are pointless?	pointless [10]	1	No
248	24504	What do you think of this supermarket trolley design?		Why is the design of shopping trolleys so uniform? Is there no room for improvement?	no [12]	0	No
249	18914	Why are gas giants like Jupiter not able to become stars?	not [6]	Why are giant stars red, and smaller stars white or blue?		0	No
250	20546	Why are Singaporeans unhappy?	unhappy [3]	What are unique characteristics of Singaporean investors?		0	No
251	4095	Why is a demand of Indian mobile application development companies surging in Africa and the Middle East?		Why are people, especially in the Middle East, Africa, Europe & most of Asia afraid of a powerful U.S., but not afraid of a powerful China?	not [24]	0	No
252	34758	Is there a way to check if an email address has been made recently?		Does adding non genuine accessories to a car void its warranty?	non [2]	0	No
253	37009	I want to live the rest of my life alone and without working. Is jail an appropriate option?	without [11]	What do you avoid?		0	No
254	17303	What is 1/2+1/3+1/4?		Why does 1+1 = 2, but not 3 or 4?	not [9]	0	No
255	34808	Suppose you are rich through investing in stocks, where would you get money for everyday spending if most of your assets aren't liquid?	n't [23]	Can I invest in Swiss real estate indirectly?		0	No
256	33950	Who according to you is the most evil superhero comic-villain?		Who is the most unlikable movie villain?	unlikable [4]	0	No
257	29786	Why can't minorities be racist?	n't [2]	Can minorities be racist?		1	No
258	25434	What is the easiest way to learn guitar if I had never touched guitar before?	never [11]	How can l learn guitar? What are some good tips for playing guitar?		0	No
259	6644	Why shouldn't I vote for Hillary Clinton?	n't [2]	Why shouldn't you vote for Hillary Clinton?		1	No
260	27545	Is there any IFTTT recipe to automatically change ""Do Not Disturb"" setting in iPhone ?	Not [12]	Can Google Android be sued for wrongful death because the mute and the do not disturb functions on Lollipop OS do not work and kept the user from getting sufficient sleep?	not [14] | not [21]	0	No
261	11132	How do I set and unset a cookie using jQuery, for example create a cookie named 'someName' and set its value to 'someValue'?	unset [5]	How many cookies would you say I need in order to create a fairly reliable/validated online audience/segment of users for a cookie pool?		0	No
262	37667	Can we tell if any planets have been sucked into our Sun in the past?		Why are there no planets revolving perpendicular to the sun considering all our planet are parallel to the sun?	no [3]	0	No
263	11635	Having never read Ernest Hemingway, what's the one book of his, one should read?	never [1]	What are the best books you read in 2016?		0	No
264	10897	What is the sigmoid function, and what is its use in machine learning's neural networks?		In machine learning algorithms, why is sigmoid function used primarily and not functions like tanh(x)? In tanhx for eg. seem to split y-axis evenly and flatten out fast as x approaches +/- infinity. The range being: sigmoid [0-1] and tanh(x) [-1,1].	not [12]	0	No
265	28278	Why do white people get so mad about cultural appropriation Especially when it’s not intentionally derogatory?	not [14]	Why do people get upset about 'cultural appropriation?'		1	No
266	16056	Why do some people identify as different from their birth gender and do psychiatrists accept this as normal?		Why aren't baby girls given first names that don't reveal their gender as a way to maximize their work success?	n't [2] | n't [10]	0	No
267	1854	Facebook makes money through ads, how does Quora make money?		How does Quora make any money as a business without any advertising?	without [9]	1	No
268	15940	What is the major difference between a 2-stroke engine and a 4-stroke engine?		Why aren't 2 stroke diesel engines used commonly?	n't [2]	0	No
269	16182	What happens in the brain when you get tired of a song after listening to it a lot?		After my breakup, I am not able to listen any love song or I'm not able to watch any romantic movie/series. Whenever I try, I always start crying. How do I get over this fear?	not [6] | able [7] | not [16]	0	No
270	39302	Why don't we value people when they alive instead feeling sad after they dead?	n't [2]	Over 4,000 people from my country (Nepal) have died because of an earthquake. I don't feel sad and therefore I don't want to donate. What's wrong with my emotions?	n't [18] | n't [25]	0	
271	40175	Is it true a girl does not forget her first kiss?	not [6]	Girls: Do girls prefer when a guy asks to kiss them first or just goes for the kiss?		0	No
