index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
167	5324	Does BSkyB carry any control over a channels content?		BSkyB has no veto over the presence of channels on their EPG, with open access being an enforced part of their operating licence from Ofcom.	no [2]	not_entailment	No
168	5168	Under what condition is an element irreducible?	irreducible [6]	An element p of R is called prime element if it is neither zero nor a unit (i.e., does not have a multiplicative inverse) and satisfies the following requirement: given x and y in R such that p divides the product xy, then p divides x or y. An element is irreducible if it is not a unit and cannot be written as a product of two ring elements that are not units.	neither [12] | zero nor [13, 14] | not [21] | irreducible [56] | not [60] | not [65] | not [77]	entailment	No
169	2449	What civil rights movement in the US was known for it's disobedience?		It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.	nonviolent [6]	entailment	No
170	1490	What is the Dutch name for the Rhine?		From here, the situation becomes more complicated, as the Dutch name Rijn no longer coincides with the main flow of water.	no [14]	entailment	No
171	4570	Who gave Genghis Khan the title Khadan?		The title Khagan was not conferred on Genghis until after his death, when his son and successor, Ögedei, took the title for himself and extended it posthumously to his father (as he was also to be posthumously declared the founder of the Yuan dynasty).	not [4]	entailment	No
172	4139	What is it called when there is an active attempt to overthrow a government or belief system?		Non-revolutionary civil disobedience is a simple disobedience of laws on the grounds that they are judged "wrong" by an individual conscience, or as part of an effort to render certain laws ineffective, to cause their repeal, or to exert pressure to get one's political wishes on some other issue.	Non [0] | ineffective [36]	not_entailment	No
173	3817	What did Luther believe that the soul does after death?		This also led Luther to reject the idea of torments for the saints: "It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace.	not [25]	not_entailment	No
174	1329	Which system comes after an organism's physical barriers?		If a pathogen breaches these barriers, the innate immune system provides an immediate, but non-specific response.	non [16] | - [17]	entailment	No
175	888	According to the humoral theory of immunity, what were the bodies immune agents?		In contrast, the humoral theory of immunity, held, among others, by Robert Koch and Emil von Behring, stated that the active immune agents were soluble components (molecules) found in the organism’s “humors” rather than its cells.	soluble [29] | rather than [42, 43]	entailment	No
176	720	What was the overly generous royalty amount that Tesla had been receiving?		In 1897, Westinghouse explained his financial difficulties to Tesla in stark terms, saying that if things continue the way they were he would no longer be in control of Westinghouse Electric and Tesla would have to "deal with the bankers" to try to collect future royalties.	no [25]	not_entailment	No
177	4196	How much time did he claim had to pass before he gave the ray to the world?		In 1937, at a luncheon in his honor concerning the death ray, Tesla stated, "But it is not an experiment ...	not [21]	not_entailment	No
178	3581	Which two Mongol leaders added Persia to the Mongol Empire?		The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe.	unparalleled [26]	entailment	No
179	1012	Who has expressed distaste for the canonicity of Doctor Who stories by other media?		In this respect it is noteworthy that the BBC takes no position on the canonicity of any of such stories, and producers of the show have expressed distaste for the idea.	noteworthy [5] | no [10]	entailment	No
